date_utc	phase	slurm_job	account	partition_qos	nodes	gpus	elapsed_s	gpu_hours	cpu_core_hours	state	purpose
2026-09-24T01:52:07Z	V1	58809024	m3246_g	gpu_ss11/gpu_debug	1	4	1714	1.904	60.942	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T02:14:57Z	V1	58808680	m3246_g	gpu_ss11/gpu_debug	1	4	1630	1.811	57.956	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T02:24:56Z	V1	58809183	m3246_g	gpu_ss11/gpu_debug	1	4	1690	1.878	60.089	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T02:35:12Z	V1	58798419	m3246_g	shared_gpu_ss11/gpu_shared	1	1	10	0.003	0.089	COMPLETED	confirmatory single-run copy (gpu_shared race copy of a chain row)
2026-09-24T02:45:30Z	V1	58809361	m3246_g	gpu_ss11/gpu_debug	1	4	1692	1.880	60.160	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T02:55:33Z	V1	58809824	m3246_g	gpu_ss11/gpu_debug	1	4	1612	1.791	57.316	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T03:14:58Z	V1	58810047	m3246_g	gpu_ss11/gpu_debug	1	4	1696	1.884	60.302	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T03:25:31Z	V1	58810596	m3246_g	gpu_ss11/gpu_debug	1	4	1701	1.890	60.480	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T03:49:09Z	V1	58811322	m3246_g	gpu_ss11/gpu_debug	1	4	1703	1.892	60.551	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T03:59:57Z	V1	58811530	m3246_g	gpu_ss11/gpu_debug	1	4	1714	1.904	60.942	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T04:26:42Z	V1	58811912	m3246_g	gpu_ss11/gpu_debug	1	4	1743	1.937	61.973	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T04:38:21Z	V1	58812108	m3246_g	gpu_ss11/gpu_debug	1	4	1710	1.900	60.800	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T05:06:00Z	V1	58812932	m3246_g	gpu_ss11/gpu_debug	1	4	943	1.048	33.529	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T05:16:19Z	V1	58813173	m3246_g	gpu_ss11/gpu_debug	1	4	1665	1.850	59.200	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T05:26:51Z	V1	58813661	m3246_g	gpu_ss11/gpu_debug	1	4	1710	1.900	60.800	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T06:05:00Z	V1	58813919	m3246_g	gpu_ss11/gpu_debug	1	4	1694	1.882	60.231	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T06:05:01Z	V1	58814145	m3246_g	gpu_ss11/gpu_debug	1	4	1695	1.883	60.267	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T06:46:44Z	V1	58814884	m3246_g	gpu_ss11/gpu_debug	1	4	1705	1.894	60.622	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T06:59:26Z	V1	58815670	m3246	regular_milan_ss11/debug	2	0	28	0.000	3.982	COMPLETED	flock run-lock test
2026-09-24T07:42:36Z	V1	58815932	m3246_g	gpu_ss11/gpu_debug	1	4	1683	1.870	59.840	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T07:42:36Z	V1	58815967	m3246_g	gpu_ss11/gpu_debug	1	4	1691	1.879	60.124	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T08:17:21Z	V1	58817151	m3246_g	gpu_ss11/gpu_debug	1	4	1707	1.897	60.693	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T08:17:21Z	V1	58817152	m3246_g	gpu_ss11/gpu_debug	1	4	1709	1.899	60.764	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T08:51:07Z	V1	58817961	m3246_g	gpu_ss11/gpu_debug	1	4	1708	1.898	60.729	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T08:51:07Z	V1	58817962	m3246_g	gpu_ss11/gpu_debug	1	4	1691	1.879	60.124	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T09:31:58Z	V1	58818329	m3246_g	gpu_ss11/gpu_debug	1	4	1696	1.884	60.302	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T09:31:58Z	V1	58818330	m3246_g	gpu_ss11/gpu_debug	1	4	1713	1.903	60.907	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T10:06:16Z	V1	58818805	m3246_g	gpu_ss11/gpu_debug	1	4	1724	1.916	61.298	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T10:06:16Z	V1	58818806	m3246_g	gpu_ss11/gpu_debug	1	4	988	1.098	35.129	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T10:27:19Z	V1	58819350	m3246_g	gpu_ss11/gpu_debug	1	4	1711	1.901	60.836	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T10:40:04Z	V1	58819349	m3246_g	gpu_ss11/gpu_debug	1	4	1687	1.874	59.982	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T11:02:58Z	V1	58819771	m3246_g	gpu_ss11/gpu_debug	1	4	1716	1.907	61.013	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T11:20:42Z	V1	58820023	m3246_g	gpu_ss11/gpu_debug	1	4	1649	1.832	58.631	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T11:37:57Z	V1	58820416	m3246_g	gpu_ss11/gpu_debug	1	4	1710	1.900	60.800	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T11:55:32Z	V1	58820749	m3246_g	gpu_ss11/gpu_debug	1	4	1678	1.864	59.662	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T12:37:43Z	V1	58821442	m3246_g	gpu_ss11/gpu_debug	1	4	1691	1.879	60.124	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T13:13:37Z	V1	58822048	m3246_g	gpu_ss11/gpu_debug	1	4	1686	1.873	59.947	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T13:46:29Z	V1	58822550	m3246_g	gpu_ss11/gpu_debug	1	4	1730	1.922	61.511	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T14:21:48Z	V1	58823189	m3246_g	gpu_ss11/gpu_debug	1	4	1712	1.902	60.871	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T14:57:15Z	V1	58823954	m3246_g	gpu_ss11/gpu_debug	1	4	1707	1.897	60.693	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T15:33:06Z	V1	58824804	m3246_g	gpu_ss11/gpu_debug	1	4	1672	1.858	59.449	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T16:31:27Z	V1	58827682	m3246_g	gpu_ss11/gpu_debug	1	4	1692	1.880	60.160	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T17:04:22Z	V1	58830728	m3246_g	gpu_ss11/gpu_debug	1	4	1710	1.900	60.800	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T17:04:22Z	V1	58830729	m3246_g	gpu_ss11/gpu_debug	1	4	1686	1.873	59.947	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T17:40:32Z	V1	58831112	m3246_g	gpu_ss11/gpu_debug	1	4	1719	1.910	61.120	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T17:40:32Z	V1	58831113	m3246_g	gpu_ss11/gpu_debug	1	4	1707	1.897	60.693	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T18:18:32Z	V1	58831976	m3246_g	gpu_ss11/gpu_debug	1	4	1719	1.910	61.120	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T18:18:32Z	V1	58831977	m3246_g	gpu_ss11/gpu_debug	1	4	1697	1.886	60.338	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T18:56:46Z	V1	58832785	m3246_g	gpu_ss11/gpu_debug	1	4	1714	1.904	60.942	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T18:56:46Z	V1	58832786	m3246_g	gpu_ss11/gpu_debug	1	4	1685	1.872	59.911	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T20:45:34Z	V1	58833610	m3246_g	gpu_ss11/gpu_debug	1	4	1701	1.890	60.480	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T20:45:34Z	V1	58833611	m3246_g	gpu_ss11/gpu_debug	1	4	1699	1.888	60.409	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T21:18:12Z	V1	58836163	m3246_g	gpu_ss11/gpu_debug	1	4	1672	1.858	59.449	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T21:18:12Z	V1	58836164	m3246_g	gpu_ss11/gpu_debug	1	4	1698	1.887	60.373	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T21:48:56Z	V1	58837006	m3246_g	gpu_ss11/gpu_debug	1	4	1708	1.898	60.729	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T21:48:57Z	V1	58837007	m3246_g	gpu_ss11/gpu_debug	1	4	1621	1.801	57.636	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:21:36Z	V1	58838064	m3246_g	gpu_ss11/gpu_debug	1	4	1646	1.829	58.524	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:31:39Z	V1	58838063	m3246_g	gpu_ss11/gpu_debug	1	4	15	0.017	0.533	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:34:00Z	V1	58839279	m3246_g	gpu_ss11/gpu_debug	1	4	12	0.013	0.427	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:36:26Z	V1	58839336	m3246_g	gpu_ss11/gpu_debug	1	4	47	0.052	1.671	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:46:12Z	V1	58839428	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:51:02Z	V1	58839011	m3246_g	gpu_ss11/gpu_debug	1	4	1639	1.821	58.276	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:51:02Z	V1	58839617	m3246_g	gpu_ss11/gpu_debug	1	4	16	0.018	0.569	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:56:32Z	V1	58839729	m3246_g	gpu_ss11/gpu_debug	1	4	16	0.018	0.569	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T22:58:59Z	V1	58839840	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:01:41Z	V1	58839885	m3246_g	gpu_ss11/gpu_debug	1	4	12	0.013	0.427	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:04:37Z	V1	58839954	m3246_g	gpu_ss11/gpu_debug	1	4	12	0.013	0.427	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:07:15Z	V1	58840060	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:10:14Z	V1	58840348	m3246_g	gpu_ss11/gpu_debug	1	4	16	0.018	0.569	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:19:00Z	V1	58840489	m3246_g	gpu_ss11/gpu_debug	1	4	11	0.012	0.391	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:30:27Z	V1	58840854	m3246_g	gpu_ss11/gpu_debug	1	4	1692	1.880	60.160	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-24T23:30:27Z	V1	58840888	m3246_g	gpu_ss11/gpu_debug	1	4	1704	1.893	60.587	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
